user_id,signup_month,activity_month,revenue_usd
U00683,2024-03-31,2024-03-31,149.23
U00683,2024-03-31,2024-04-30,138.11
U00683,2024-03-31,2024-05-31,99.22
U00685,2024-05-31,2024-05-31,61.14
U00690,2024-04-30,2024-04-30,68.13
U00690,2024-04-30,2024-05-31,123.05
U00690,2024-04-30,2024-06-30,61.72
U00691,2024-06-30,2024-06-30,10.15
U00691,2024-06-30,2024-07-31,115.69
U00693,2024-12-31,2024-12-31,86.43
U00694,2024-08-31,2024-08-31,140.74
U00694,2024-08-31,2024-09-30,35.8
U00695,2024-06-30,2024-06-30,133.91
U00696,2024-04-30,2024-04-30,114.49
U00699,2024-08-31,2024-08-31,146.5
U00699,2024-08-31,2024-09-30,85.9
U00701,2024-12-31,2024-12-31,119.19
U00701,2024-12-31,2025-01-31,20.62
U00702,2024-09-30,2024-09-30,113.81
U00702,2024-09-30,2024-10-31,137.12
U00704,2024-10-31,2024-10-31,41.44
U00705,2024-04-30,2024-04-30,106.18
U00706,2024-10-31,2024-10-31,85.12
U00706,2024-10-31,2024-11-30,64.52
U00706,2024-10-31,2024-12-31,99.88
U00706,2024-10-31,2025-01-31,102.23
U00711,2024-03-31,2024-03-31,85.79
U00713,2024-05-31,2024-05-31,55.14
U00714,2024-10-31,2024-10-31,30.42
U00714,2024-10-31,2024-11-30,10.46
U00715,2024-07-31,2024-07-31,71.07
U00715,2024-07-31,2024-08-31,30.77
U00715,2024-07-31,2024-09-30,95.81
U00715,2024-07-31,2024-10-31,88.45
U00718,2024-04-30,2024-04-30,25.45
U00719,2024-05-31,2024-05-31,12.43
U00720,2024-06-30,2024-06-30,89.93
U00722,2024-03-31,2024-03-31,149.42
U00722,2024-03-31,2024-04-30,43.06
U00726,2024-10-31,2024-10-31,35.32
U00727,2024-12-31,2024-12-31,138.72
U00727,2024-12-31,2025-01-31,12.29
U00728,2024-04-30,2024-04-30,30.28
U00728,2024-04-30,2024-05-31,129.13
U00728,2024-04-30,2024-06-30,97.58
U00728,2024-04-30,2024-07-31,31.51
U00728,2024-04-30,2024-08-31,25.69
U00729,2024-04-30,2024-04-30,97.22
U00729,2024-04-30,2024-05-31,87.03
U00729,2024-04-30,2024-06-30,46.11
U00729,2024-04-30,2024-07-31,107.77
U00731,2024-12-31,2024-12-31,11.43
U00736,2024-09-30,2024-09-30,99.85
U00736,2024-09-30,2024-10-31,105.26
U00739,2024-04-30,2024-04-30,79.68
U00741,2024-11-30,2024-11-30,124.06
U00741,2024-11-30,2024-12-31,89.29
U00743,2024-08-31,2024-08-31,149.61
U00743,2024-08-31,2024-09-30,117.49
U00744,2024-08-31,2024-08-31,145.73
U00747,2024-03-31,2024-03-31,135.51
U00747,2024-03-31,2024-04-30,147.2
U00748,2024-03-31,2024-03-31,107.27
U00750,2024-03-31,2024-03-31,13.35
U00750,2024-03-31,2024-04-30,22.49
U00757,2024-01-31,2024-01-31,13.73
U00757,2024-01-31,2024-02-29,111.32
U00759,2024-05-31,2024-05-31,67.44
U00759,2024-05-31,2024-06-30,83.64
U00759,2024-05-31,2024-07-31,83.02
U00761,2024-06-30,2024-06-30,29.61
U00762,2024-01-31,2024-01-31,121.52
U00762,2024-01-31,2024-02-29,90.04
U00762,2024-01-31,2024-03-31,74.46
U00763,2024-05-31,2024-05-31,75.79
U00764,2024-06-30,2024-06-30,54.5
U00764,2024-06-30,2024-07-31,135.7
U00766,2024-04-30,2024-04-30,113.13
U00769,2024-04-30,2024-04-30,33.51
U00770,2024-05-31,2024-05-31,105.84
U00772,2024-11-30,2024-11-30,24.96
U00774,2024-05-31,2024-05-31,41.04
U00774,2024-05-31,2024-06-30,31.17
U00776,2024-06-30,2024-06-30,96.75
U00776,2024-06-30,2024-07-31,66.77
U00776,2024-06-30,2024-08-31,91.69
U00777,2024-08-31,2024-08-31,111.44
U00778,2024-02-29,2024-02-29,128.37
U00779,2024-08-31,2024-08-31,125.72
U00780,2024-08-31,2024-08-31,12.53
U00780,2024-08-31,2024-09-30,57.67
U00780,2024-08-31,2024-10-31,83.05
U00780,2024-08-31,2024-11-30,117.12
U00780,2024-08-31,2024-12-31,126.4
U00782,2024-03-31,2024-03-31,34.87
U00782,2024-03-31,2024-04-30,58.26
U00782,2024-03-31,2024-05-31,46.16
U00783,2024-02-29,2024-02-29,36.85
U00783,2024-02-29,2024-03-31,70.82
U00784,2024-07-31,2024-07-31,122.68
U00785,2024-12-31,2024-12-31,60.33
U00786,2024-11-30,2024-11-30,98.89
U00789,2024-12-31,2024-12-31,89.13
U00789,2024-12-31,2025-01-31,110.23
U00790,2024-07-31,2024-07-31,88.38
U00791,2024-07-31,2024-07-31,66.56
U00793,2024-04-30,2024-04-30,121.91
U00793,2024-04-30,2024-05-31,23.15
U00793,2024-04-30,2024-06-30,48.15
U00794,2024-07-31,2024-07-31,120.18
U00794,2024-07-31,2024-08-31,75.42
U00794,2024-07-31,2024-09-30,105.94
U00795,2024-03-31,2024-03-31,33.78
U00796,2024-02-29,2024-02-29,109.0
U00796,2024-02-29,2024-03-31,111.12
U00799,2024-09-30,2024-09-30,61.89
U00799,2024-09-30,2024-10-31,82.88
U00799,2024-09-30,2024-11-30,128.95
U00799,2024-09-30,2024-12-31,65.75
U00800,2024-11-30,2024-11-30,30.09
U00800,2024-11-30,2024-12-31,69.47
U00800,2024-11-30,2025-01-31,127.26
U00801,2024-01-31,2024-01-31,111.33
U00801,2024-01-31,2024-02-29,117.11
U00801,2024-01-31,2024-03-31,22.76
U00801,2024-01-31,2024-04-30,37.93
U00802,2024-01-31,2024-01-31,120.31
U00808,2024-06-30,2024-06-30,113.56
U00809,2024-10-31,2024-10-31,95.27
U00813,2024-06-30,2024-06-30,82.92
U00813,2024-06-30,2024-07-31,88.5
U00813,2024-06-30,2024-08-31,60.37
U00814,2024-08-31,2024-08-31,46.72
U00815,2024-05-31,2024-05-31,125.34
U00818,2024-11-30,2024-11-30,112.81
U00818,2024-11-30,2024-12-31,90.67
U00822,2024-01-31,2024-01-31,47.27
U00822,2024-01-31,2024-02-29,42.82
U00823,2024-05-31,2024-05-31,139.3
U00823,2024-05-31,2024-06-30,64.01
U00825,2024-09-30,2024-09-30,43.74
U00825,2024-09-30,2024-10-31,79.53
U00827,2024-10-31,2024-10-31,101.46
U00827,2024-10-31,2024-11-30,148.78
U00828,2024-07-31,2024-07-31,55.83
U00828,2024-07-31,2024-08-31,93.34
U00828,2024-07-31,2024-09-30,25.61
U00829,2024-04-30,2024-04-30,100.58
U00831,2024-07-31,2024-07-31,90.81
U00834,2024-09-30,2024-09-30,23.81
U00834,2024-09-30,2024-10-31,64.94
U00838,2024-06-30,2024-06-30,103.29
U00838,2024-06-30,2024-07-31,41.14
U00840,2024-09-30,2024-09-30,39.54
U00840,2024-09-30,2024-10-31,40.31
U00840,2024-09-30,2024-11-30,113.12
U00841,2024-10-31,2024-10-31,23.92
U00844,2024-04-30,2024-04-30,87.3
U00847,2024-01-31,2024-01-31,134.38
U00847,2024-01-31,2024-02-29,105.74
U00848,2024-05-31,2024-05-31,26.64
U00850,2024-03-31,2024-03-31,54.26
U00850,2024-03-31,2024-04-30,80.66
U00853,2024-07-31,2024-07-31,85.69
U00853,2024-07-31,2024-08-31,19.76
U00854,2024-02-29,2024-02-29,139.45
U00855,2024-10-31,2024-10-31,50.31
U00859,2024-12-31,2024-12-31,134.35
U00860,2024-07-31,2024-07-31,143.67
U00861,2024-05-31,2024-05-31,139.69
U00863,2024-12-31,2024-12-31,121.78
U00864,2024-05-31,2024-05-31,35.93
U00866,2024-05-31,2024-05-31,27.54
U00870,2024-10-31,2024-10-31,29.16
U00870,2024-10-31,2024-11-30,48.04
U00872,2024-04-30,2024-04-30,146.74
U00872,2024-04-30,2024-05-31,74.54
U00872,2024-04-30,2024-06-30,66.26
U00876,2024-06-30,2024-06-30,45.46
U00877,2024-08-31,2024-08-31,112.29
U00877,2024-08-31,2024-09-30,144.32
U00880,2024-06-30,2024-06-30,33.64
U00885,2024-01-31,2024-01-31,127.72
U00885,2024-01-31,2024-02-29,43.78
U00886,2024-04-30,2024-04-30,110.16
U00886,2024-04-30,2024-05-31,24.8
U00887,2024-11-30,2024-11-30,128.09
U00888,2024-03-31,2024-03-31,145.45
U00888,2024-03-31,2024-04-30,21.17
U00895,2024-01-31,2024-01-31,30.48
U00901,2024-12-31,2024-12-31,46.67
U00901,2024-12-31,2025-01-31,143.52
U00903,2024-12-31,2024-12-31,52.23
U00904,2024-11-30,2024-11-30,94.29
U00904,2024-11-30,2024-12-31,117.04
U00906,2024-02-29,2024-02-29,128.09
U00907,2024-03-31,2024-03-31,41.82
U00908,2024-02-29,2024-02-29,120.97
U00908,2024-02-29,2024-03-31,132.83
U00908,2024-02-29,2024-04-30,133.66
U00909,2024-02-29,2024-02-29,142.2
U00910,2024-09-30,2024-09-30,20.24
U00910,2024-09-30,2024-10-31,69.78
U00911,2024-07-31,2024-07-31,140.55
U00912,2024-08-31,2024-08-31,113.78
U00914,2024-02-29,2024-02-29,118.77
U00915,2024-04-30,2024-04-30,72.31
U00918,2024-02-29,2024-02-29,131.02
U00918,2024-02-29,2024-03-31,14.57
U00918,2024-02-29,2024-04-30,24.48
U00919,2024-10-31,2024-10-31,86.0
U00920,2024-09-30,2024-09-30,54.62
U00920,2024-09-30,2024-10-31,25.62
U00921,2024-02-29,2024-02-29,77.8
U00924,2024-03-31,2024-03-31,29.28
U00924,2024-03-31,2024-04-30,121.17
U00925,2024-12-31,2024-12-31,99.78
U00925,2024-12-31,2025-01-31,140.15
U00926,2024-06-30,2024-06-30,146.28
U00927,2024-12-31,2024-12-31,35.36
U00927,2024-12-31,2025-01-31,28.96
U00929,2024-11-30,2024-11-30,110.61
U00929,2024-11-30,2024-12-31,141.45
U00929,2024-11-30,2025-01-31,69.67
U00930,2024-01-31,2024-01-31,14.09
U00934,2024-12-31,2024-12-31,130.42
U00936,2024-05-31,2024-05-31,129.95
U00937,2024-08-31,2024-08-31,110.88
U00937,2024-08-31,2024-09-30,13.87
U00937,2024-08-31,2024-10-31,19.26
U00940,2024-01-31,2024-01-31,91.1
U00941,2024-04-30,2024-04-30,12.63
U00941,2024-04-30,2024-05-31,137.27
U00942,2024-12-31,2024-12-31,81.25
U00942,2024-12-31,2025-01-31,74.39
U00943,2024-12-31,2024-12-31,111.41
U00944,2024-05-31,2024-05-31,55.95
U00944,2024-05-31,2024-06-30,79.44
U00944,2024-05-31,2024-07-31,86.43
U00945,2024-11-30,2024-11-30,92.01
U00945,2024-11-30,2024-12-31,91.32
U00945,2024-11-30,2025-01-31,67.2
U00945,2024-11-30,2025-02-28,109.21
U00946,2024-07-31,2024-07-31,148.22
U00946,2024-07-31,2024-08-31,13.43
U00949,2024-06-30,2024-06-30,21.33
U00950,2024-05-31,2024-05-31,24.19
U00952,2024-02-29,2024-02-29,128.27
U00953,2024-10-31,2024-10-31,104.54
U00953,2024-10-31,2024-11-30,13.65
U00954,2024-11-30,2024-11-30,76.41
U00958,2024-02-29,2024-02-29,63.22
U00958,2024-02-29,2024-03-31,73.69
U00958,2024-02-29,2024-04-30,58.74
U00958,2024-02-29,2024-05-31,117.51
U00962,2024-12-31,2024-12-31,44.65
U00962,2024-12-31,2025-01-31,112.95
U00965,2024-12-31,2024-12-31,104.08
U00965,2024-12-31,2025-01-31,21.78
U00965,2024-12-31,2025-02-28,117.65
U00966,2024-08-31,2024-08-31,61.85
U00966,2024-08-31,2024-09-30,58.77
U00966,2024-08-31,2024-10-31,53.45
U00966,2024-08-31,2024-11-30,60.08
U00967,2024-03-31,2024-03-31,45.66
U00967,2024-03-31,2024-04-30,73.26
U00967,2024-03-31,2024-05-31,55.88
U00968,2024-09-30,2024-09-30,87.24
U00968,2024-09-30,2024-10-31,17.11
U00969,2024-09-30,2024-09-30,79.76
U00969,2024-09-30,2024-10-31,109.04
U00969,2024-09-30,2024-11-30,30.54
U00970,2024-10-31,2024-10-31,145.11
U00975,2024-10-31,2024-10-31,115.14
U00979,2024-08-31,2024-08-31,124.82
U00979,2024-08-31,2024-09-30,42.21
U00980,2024-05-31,2024-05-31,52.07
U00980,2024-05-31,2024-06-30,148.13
U00981,2024-08-31,2024-08-31,73.82
U00982,2024-02-29,2024-02-29,49.62
U00984,2024-10-31,2024-10-31,50.03
U00984,2024-10-31,2024-11-30,37.37
U00985,2024-09-30,2024-09-30,65.93
U00991,2024-05-31,2024-05-31,81.16
U00991,2024-05-31,2024-06-30,46.93
U00991,2024-05-31,2024-07-31,31.2
U00991,2024-05-31,2024-08-31,29.21
U00992,2024-04-30,2024-04-30,135.36
U00995,2024-04-30,2024-04-30,133.14
U00997,2024-12-31,2024-12-31,98.13
U00999,2024-07-31,2024-07-31,121.12
U00999,2024-07-31,2024-08-31,51.14
U01000,2024-12-31,2024-12-31,44.06
U01003,2024-10-31,2024-10-31,68.62
U01005,2024-07-31,2024-07-31,14.66
U01005,2024-07-31,2024-08-31,37.26
U01006,2024-02-29,2024-02-29,118.05
U01006,2024-02-29,2024-03-31,43.0
U01006,2024-02-29,2024-04-30,109.76
U01011,2024-05-31,2024-05-31,47.48
U01011,2024-05-31,2024-06-30,20.09
U01012,2024-04-30,2024-04-30,90.73
U01014,2024-08-31,2024-08-31,140.58
U01018,2024-06-30,2024-06-30,88.26
U01018,2024-06-30,2024-07-31,84.83
U01018,2024-06-30,2024-08-31,24.89
U01019,2024-12-31,2024-12-31,93.9
U01020,2024-12-31,2024-12-31,141.01
U01020,2024-12-31,2025-01-31,138.7
U01024,2024-09-30,2024-09-30,90.16
U01024,2024-09-30,2024-10-31,56.67
U01027,2024-07-31,2024-07-31,130.07
U01027,2024-07-31,2024-08-31,73.39
U01029,2024-07-31,2024-07-31,88.27
U01029,2024-07-31,2024-08-31,59.21
U01029,2024-07-31,2024-09-30,48.6
U01029,2024-07-31,2024-10-31,142.96
U01031,2024-06-30,2024-06-30,82.57
U01032,2024-12-31,2024-12-31,129.06
U01032,2024-12-31,2025-01-31,114.7
U01035,2024-12-31,2024-12-31,73.96
U01036,2024-01-31,2024-01-31,102.37
U01038,2024-06-30,2024-06-30,22.91
U01041,2024-03-31,2024-03-31,95.27
U01042,2024-12-31,2024-12-31,75.09
U01043,2024-04-30,2024-04-30,74.72
U01043,2024-04-30,2024-05-31,30.68
U01043,2024-04-30,2024-06-30,48.88
U01044,2024-04-30,2024-04-30,122.07
U01045,2024-08-31,2024-08-31,36.35
U01045,2024-08-31,2024-09-30,106.61
U01046,2024-11-30,2024-11-30,103.61
U01046,2024-11-30,2024-12-31,91.95
U01048,2024-12-31,2024-12-31,19.92
U01048,2024-12-31,2025-01-31,86.74
U01049,2024-06-30,2024-06-30,132.28
U01050,2024-07-31,2024-07-31,103.58
U01053,2024-03-31,2024-03-31,86.41
U01053,2024-03-31,2024-04-30,73.09
U01054,2024-11-30,2024-11-30,78.7
U01056,2024-12-31,2024-12-31,122.77
U01056,2024-12-31,2025-01-31,28.31
U01057,2024-02-29,2024-02-29,35.22
U01057,2024-02-29,2024-03-31,143.33
U01062,2024-06-30,2024-06-30,62.83
U01063,2024-02-29,2024-02-29,142.44
U01065,2024-05-31,2024-05-31,143.16
U01067,2024-06-30,2024-06-30,106.44
U01068,2024-11-30,2024-11-30,40.82
U01068,2024-11-30,2024-12-31,111.06
U01068,2024-11-30,2025-01-31,37.33
U01069,2024-10-31,2024-10-31,75.57
U01078,2024-10-31,2024-10-31,22.5
U01081,2024-08-31,2024-08-31,21.86
U01084,2024-07-31,2024-07-31,100.42
U01088,2024-10-31,2024-10-31,56.26
U01088,2024-10-31,2024-11-30,107.96
U01090,2024-12-31,2024-12-31,126.25
U01090,2024-12-31,2025-01-31,87.58
U01091,2024-08-31,2024-08-31,79.09
U01093,2024-03-31,2024-03-31,30.62
U01095,2024-04-30,2024-04-30,91.1
U01095,2024-04-30,2024-05-31,106.83
U01095,2024-04-30,2024-06-30,115.5
U01095,2024-04-30,2024-07-31,15.96
U01096,2024-07-31,2024-07-31,144.92
U01096,2024-07-31,2024-08-31,111.77
U01096,2024-07-31,2024-09-30,110.43
U01098,2024-10-31,2024-10-31,68.69
U01098,2024-10-31,2024-11-30,146.2
U01098,2024-10-31,2024-12-31,107.28
U01098,2024-10-31,2025-01-31,79.29
U01100,2024-05-31,2024-05-31,125.29
U01101,2024-02-29,2024-02-29,38.79
U01102,2024-03-31,2024-03-31,28.21
U01103,2024-02-29,2024-02-29,15.18
U01103,2024-02-29,2024-03-31,59.66
U01105,2024-06-30,2024-06-30,23.32
U01107,2024-10-31,2024-10-31,83.0
U01110,2024-11-30,2024-11-30,112.86
U01111,2024-05-31,2024-05-31,78.08
U01111,2024-05-31,2024-06-30,105.17
U01111,2024-05-31,2024-07-31,142.61
U01111,2024-05-31,2024-08-31,113.11
U01115,2024-12-31,2024-12-31,24.73
U01118,2024-02-29,2024-02-29,13.17
U01119,2024-10-31,2024-10-31,126.13
U01121,2024-07-31,2024-07-31,12.27
U01123,2024-11-30,2024-11-30,122.83
U01124,2024-12-31,2024-12-31,120.38
U01125,2024-10-31,2024-10-31,98.19
U01125,2024-10-31,2024-11-30,127.21
U01126,2024-10-31,2024-10-31,73.19
U01126,2024-10-31,2024-11-30,88.21
U01126,2024-10-31,2024-12-31,62.48
U01128,2024-11-30,2024-11-30,15.32
U01128,2024-11-30,2024-12-31,46.56
U01128,2024-11-30,2025-01-31,113.08
U01128,2024-11-30,2025-02-28,24.24
U01129,2024-01-31,2024-01-31,115.61
U01129,2024-01-31,2024-02-29,98.75
U01130,2024-11-30,2024-11-30,116.24
U01132,2024-05-31,2024-05-31,96.69
U01133,2024-10-31,2024-10-31,38.02
U01133,2024-10-31,2024-11-30,37.32
U01133,2024-10-31,2024-12-31,123.84
U01134,2024-07-31,2024-07-31,120.81
U01135,2024-01-31,2024-01-31,139.44
U01135,2024-01-31,2024-02-29,87.6
U01138,2024-02-29,2024-02-29,33.06
U01142,2024-01-31,2024-01-31,100.93
U01142,2024-01-31,2024-02-29,135.79
U01142,2024-01-31,2024-03-31,134.8
U01142,2024-01-31,2024-04-30,146.46
U01142,2024-01-31,2024-05-31,137.95
U01146,2024-03-31,2024-03-31,85.0
U01146,2024-03-31,2024-04-30,89.33
U01149,2024-06-30,2024-06-30,81.19
U01154,2024-02-29,2024-02-29,121.83
U01154,2024-02-29,2024-03-31,101.44
U01156,2024-07-31,2024-07-31,87.43
U01157,2024-01-31,2024-01-31,146.81
U01157,2024-01-31,2024-02-29,60.67
U01158,2024-12-31,2024-12-31,30.06
U01158,2024-12-31,2025-01-31,53.29
U01158,2024-12-31,2025-02-28,14.11
U01158,2024-12-31,2025-03-31,79.07
U01163,2024-11-30,2024-11-30,101.63
U01163,2024-11-30,2024-12-31,69.49
U01165,2024-05-31,2024-05-31,43.54
U01165,2024-05-31,2024-06-30,97.39
U01166,2024-08-31,2024-08-31,104.79
U01166,2024-08-31,2024-09-30,138.62
U01166,2024-08-31,2024-10-31,14.54
U01166,2024-08-31,2024-11-30,119.92
U01170,2024-08-31,2024-08-31,101.03
U01172,2024-01-31,2024-01-31,22.23
U01174,2024-07-31,2024-07-31,67.8
U01174,2024-07-31,2024-08-31,88.1
U01174,2024-07-31,2024-09-30,109.12
U01174,2024-07-31,2024-10-31,123.44
U01175,2024-09-30,2024-09-30,124.67
U01176,2024-10-31,2024-10-31,51.07
U01178,2024-02-29,2024-02-29,129.66
U01179,2024-06-30,2024-06-30,64.96
U01181,2024-06-30,2024-06-30,30.01
U01181,2024-06-30,2024-07-31,38.89
U01185,2024-10-31,2024-10-31,84.58
U01188,2024-09-30,2024-09-30,94.27
U01189,2024-09-30,2024-09-30,23.43
U01192,2024-03-31,2024-03-31,117.97
U01192,2024-03-31,2024-04-30,10.92
U01192,2024-03-31,2024-05-31,132.53
U01195,2024-09-30,2024-09-30,125.49
U01196,2024-09-30,2024-09-30,95.83
U01197,2024-11-30,2024-11-30,58.01
U01197,2024-11-30,2024-12-31,114.31
U01197,2024-11-30,2025-01-31,39.34
U01197,2024-11-30,2025-02-28,126.44
U01198,2024-05-31,2024-05-31,106.5
U01198,2024-05-31,2024-06-30,105.11
U01199,2024-03-31,2024-03-31,64.5
U01200,2024-09-30,2024-09-30,147.04
U01201,2024-07-31,2024-07-31,85.63
U01201,2024-07-31,2024-08-31,61.67
U01201,2024-07-31,2024-09-30,15.93
U01202,2024-01-31,2024-01-31,136.32
U01202,2024-01-31,2024-02-29,149.77
U01203,2024-06-30,2024-06-30,118.15
U01205,2024-11-30,2024-11-30,108.08
U01207,2024-05-31,2024-05-31,16.77
U01207,2024-05-31,2024-06-30,65.21
U01209,2024-10-31,2024-10-31,149.31
U01210,2024-03-31,2024-03-31,99.66
U01210,2024-03-31,2024-04-30,18.75
U01210,2024-03-31,2024-05-31,23.81
U01212,2024-06-30,2024-06-30,82.55
U01213,2024-06-30,2024-06-30,64.36
U01213,2024-06-30,2024-07-31,75.95
U01215,2024-09-30,2024-09-30,61.47
U01215,2024-09-30,2024-10-31,108.56
U01215,2024-09-30,2024-11-30,149.59
U01215,2024-09-30,2024-12-31,92.77
U01216,2024-02-29,2024-02-29,99.39
U01216,2024-02-29,2024-03-31,21.59
U01216,2024-02-29,2024-04-30,23.08
U01216,2024-02-29,2024-05-31,121.85
U01218,2024-02-29,2024-02-29,144.13
U01219,2024-03-31,2024-03-31,121.97
U01219,2024-03-31,2024-04-30,120.82
U01219,2024-03-31,2024-05-31,111.57
U01221,2024-04-30,2024-04-30,61.97
U01221,2024-04-30,2024-05-31,34.75
U01222,2024-07-31,2024-07-31,90.17
U01222,2024-07-31,2024-08-31,61.77
U01223,2024-07-31,2024-07-31,87.52
U01223,2024-07-31,2024-08-31,56.8
U01223,2024-07-31,2024-09-30,132.54
U01225,2024-01-31,2024-01-31,16.3
U01226,2024-06-30,2024-06-30,12.12
U01226,2024-06-30,2024-07-31,124.24
U01226,2024-06-30,2024-08-31,94.88
U01226,2024-06-30,2024-09-30,81.74
U01226,2024-06-30,2024-10-31,123.68
U01228,2024-05-31,2024-05-31,32.46
U01230,2024-10-31,2024-10-31,27.76
U01230,2024-10-31,2024-11-30,40.79
U01231,2024-04-30,2024-04-30,147.64
U01231,2024-04-30,2024-05-31,131.43
U01233,2024-03-31,2024-03-31,140.23
U01236,2024-10-31,2024-10-31,79.32
U01237,2024-03-31,2024-03-31,79.54
U01237,2024-03-31,2024-04-30,57.98
U01237,2024-03-31,2024-05-31,34.48
U01238,2024-11-30,2024-11-30,138.85
U01238,2024-11-30,2024-12-31,13.15
U01240,2024-10-31,2024-10-31,89.82
U01241,2024-07-31,2024-07-31,23.38
U01241,2024-07-31,2024-08-31,93.94
U01242,2024-12-31,2024-12-31,84.25
U01242,2024-12-31,2025-01-31,75.53
U01243,2024-09-30,2024-09-30,17.47
U01246,2024-11-30,2024-11-30,142.29
U01246,2024-11-30,2024-12-31,96.19
U01248,2024-04-30,2024-04-30,145.45
U01248,2024-04-30,2024-05-31,98.48
U01250,2024-05-31,2024-05-31,53.88
U01250,2024-05-31,2024-06-30,46.74
U01250,2024-05-31,2024-07-31,128.51
U01251,2024-01-31,2024-01-31,80.1
U01251,2024-01-31,2024-02-29,123.85
U01254,2024-12-31,2024-12-31,93.33
U01254,2024-12-31,2025-01-31,127.84
U01256,2024-10-31,2024-10-31,126.17
U01256,2024-10-31,2024-11-30,59.7
U01256,2024-10-31,2024-12-31,84.64
U01256,2024-10-31,2025-01-31,142.41
U01257,2024-03-31,2024-03-31,88.24
U01258,2024-07-31,2024-07-31,46.2
U01258,2024-07-31,2024-08-31,96.52
U01259,2024-01-31,2024-01-31,76.75
U01259,2024-01-31,2024-02-29,147.16
U01259,2024-01-31,2024-03-31,104.28
U01260,2024-01-31,2024-01-31,74.08
U01260,2024-01-31,2024-02-29,134.72
U01260,2024-01-31,2024-03-31,144.62
U01260,2024-01-31,2024-04-30,135.38
U01262,2024-06-30,2024-06-30,83.85
U01262,2024-06-30,2024-07-31,33.15
U01263,2024-11-30,2024-11-30,87.36
U01264,2024-12-31,2024-12-31,74.01
U01264,2024-12-31,2025-01-31,114.31
U01264,2024-12-31,2025-02-28,147.46
U01267,2024-08-31,2024-08-31,59.59
U01267,2024-08-31,2024-09-30,89.01
U01269,2024-11-30,2024-11-30,123.25
U01271,2024-06-30,2024-06-30,75.7
U01271,2024-06-30,2024-07-31,110.97
U01273,2024-08-31,2024-08-31,24.14
U01274,2024-02-29,2024-02-29,101.6
U01275,2024-01-31,2024-01-31,86.55
U01277,2024-07-31,2024-07-31,86.55
U01279,2024-05-31,2024-05-31,122.52
U01281,2024-11-30,2024-11-30,118.48
U01281,2024-11-30,2024-12-31,116.81
U01281,2024-11-30,2025-01-31,118.63
U01284,2024-01-31,2024-01-31,59.32
U01286,2024-11-30,2024-11-30,71.75
U01286,2024-11-30,2024-12-31,139.84
U01286,2024-11-30,2025-01-31,111.21
U01287,2024-11-30,2024-11-30,81.27
U01294,2024-11-30,2024-11-30,12.91
U01295,2024-12-31,2024-12-31,105.93
U01295,2024-12-31,2025-01-31,54.59
U01296,2024-10-31,2024-10-31,130.08
U01297,2024-06-30,2024-06-30,57.74
U01299,2024-11-30,2024-11-30,52.32
U01300,2024-10-31,2024-10-31,18.68
U01300,2024-10-31,2024-11-30,137.51
U01300,2024-10-31,2024-12-31,132.93
U01300,2024-10-31,2025-01-31,28.71
U01301,2024-05-31,2024-05-31,59.77
U01303,2024-09-30,2024-09-30,98.54
U01303,2024-09-30,2024-10-31,148.32
U01305,2024-06-30,2024-06-30,82.81
U01305,2024-06-30,2024-07-31,138.36
U01306,2024-01-31,2024-01-31,26.56
U01306,2024-01-31,2024-02-29,39.12
U01307,2024-06-30,2024-06-30,16.84
U01307,2024-06-30,2024-07-31,88.08
U01308,2024-02-29,2024-02-29,30.17
U01309,2024-12-31,2024-12-31,111.04
U01309,2024-12-31,2025-01-31,122.54
U01310,2024-08-31,2024-08-31,79.18
U01311,2024-12-31,2024-12-31,80.84
U01311,2024-12-31,2025-01-31,55.95
U01311,2024-12-31,2025-02-28,53.15
U01312,2024-11-30,2024-11-30,80.94
U01312,2024-11-30,2024-12-31,109.66
U01312,2024-11-30,2025-01-31,12.65
U01315,2024-01-31,2024-01-31,53.13
U01316,2024-12-31,2024-12-31,125.0
U01316,2024-12-31,2025-01-31,124.27
U01317,2024-08-31,2024-08-31,122.47
U01317,2024-08-31,2024-09-30,31.23
U01320,2024-07-31,2024-07-31,91.71
U01322,2024-01-31,2024-01-31,146.3
U01323,2024-02-29,2024-02-29,56.27
U01323,2024-02-29,2024-03-31,48.44
U01323,2024-02-29,2024-04-30,20.86
U01325,2024-06-30,2024-06-30,21.99
U01325,2024-06-30,2024-07-31,53.52
U01325,2024-06-30,2024-08-31,109.93
U01327,2024-09-30,2024-09-30,59.0
U01329,2024-07-31,2024-07-31,15.9
U01330,2024-05-31,2024-05-31,57.06
U01330,2024-05-31,2024-06-30,74.28
U01331,2024-12-31,2024-12-31,136.61
U01332,2024-07-31,2024-07-31,59.51
U01332,2024-07-31,2024-08-31,39.44
U01332,2024-07-31,2024-09-30,75.31
U01333,2024-06-30,2024-06-30,94.57
U01337,2024-09-30,2024-09-30,98.38
U01339,2024-05-31,2024-05-31,54.63
U01339,2024-05-31,2024-06-30,74.86
U01339,2024-05-31,2024-07-31,107.65
U01341,2024-10-31,2024-10-31,116.06
U01341,2024-10-31,2024-11-30,32.11
U01341,2024-10-31,2024-12-31,141.18
U01341,2024-10-31,2025-01-31,37.59
U01343,2024-01-31,2024-01-31,16.58
U01343,2024-01-31,2024-02-29,90.05
U01343,2024-01-31,2024-03-31,66.71
U01344,2024-12-31,2024-12-31,57.57
U01347,2024-11-30,2024-11-30,111.38
